X1;X2;y
-16,37456436;211,0355028;1
-21,84598665;6,262557765;1
-7,987957171;-8,449663548;0
11,00881358;82,38199405;0
3,524530602;35,59675344;0
-10,21205987;200,5971939;1
6,094807646;40,91040098;0
1,524830076;-5,089372524;0
0,790413203;50,18799094;1
-8,4029457;190,3347974;1
5,729251083;9,706418536;0
-16,39418768;169,3890972;1
3,06590872;19,12807199;0
-1,218965732;8,177701186;0
-6,799172005;218,6572614;1
-7,987957171;-8,449663548;0
-19,12044929;157,7197665;1
-7,770110029;205,4088443;1
-3,905728437;116,416169;1
-23,06131092;39,1816788;1
10,84837093;80,87427212;0
-28,26544193;-182,0568274;1
6,394187683;30,61090278;0
-0,939224184;4,940319606;0
0,277632142;52,52204579;1
-23,06131092;39,1816788;1
-1,475543686;-4,460027724;0
-5,560431334;139,893296;1
-13,16550314;13,97167681;0
-0,939224184;4,940319606;0
-6,553991011;101,1057756;0
2,409633277;-20,30766279;0
8,302975546;115,6589969;0
3,165503144;186,0283232;1
-10,36980628;98,92866269;0
-5,321694116;-2,94853992;0
-3,954853936;27,40675137;0
6,374564364;-11,03550278;0
-10,96776901;205,709272;1
-11,52483008;205,0893725;1
-8,524456314;204,4600277;1
7,219439387;-11,08831243;0
-13,16550314;13,97167681;0
-13,5245306;164,4032466;1
-11,54513484;202,5277945;1
-4,45309027;204,9531149;1
-5,401798011;41,80171698;0
-11,2316366;200,1614088;1
9,120449286;42,2802335;0
-7,814639952;19,06099162;0
3,165503144;186,0283232;1
6,394187683;30,61090278;0
-19,22436174;153,2896274;1
7,625012324;58,97055597;0
-10,21205987;200,5971939;1
-12,40963328;220,3076628;1
-0,939224184;4,940319606;0
-11,46669672;192,4763699;1
9,224361744;46,71037258;0
2,409633277;-20,30766279;0
-3,237170976;-11,90386192;0
-7,770110029;205,4088443;1
-22,39595281;-20,9834186;1
-11,52483008;205,0893725;1
0,536174263;2,628109842;1
-13,93717244;185,6231713;1
-9,103034607;140,5962592;0
-20,84837093;119,1257279;1
-20,84837093;119,1257279;1
-4,45309027;204,9531149;1
-11,54513484;202,5277945;1
-8,781034268;191,8222988;1
-8,4029457;190,3347974;1
-11,52483008;205,0893725;1
-3,905728437;116,416169;1
